Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Redmi Note 4 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Li-Polymer Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,"8,999"
"MI3 (Metallic Grey, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,3050 mAh Li-Ion Battery,qualcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHz Processor,"13,999"
"Note 8 Pro (Electric Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP,4500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"16,999"
"Note 8 Pro (Electric Blue, 128 GB)",8 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Display,64MP Rear Camera,4500 mAh Battery,1 Year,"19,990"
"Redmi Note 8 Pro (Electric Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP,4500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"19,999"
"Note 8 (Cosmic Purple, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,48MP Rear Camera,4000 mAh Battery,1 Year Warranty,"12,990"
"Redmi Note 8 Pro (Electric Blue, 128 GB)",6 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Display,64MP Rear Camera,4500 mAh Battery,1 Year Brand Warranty,"17,499"
"Redmi Note 8 (Moonlight White, 32 GB)",3 GB RAM | 32 GB ROM |,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP + 13MP Dual Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,990"
"Redmi Note 8 Pro (Gamma Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP,4500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"17,499"
"Redmi Note 8 Pro (Gamma Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP,4500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"17,999"
"Redmi Note 7S (Astro Moonlight White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,"9,999"
"Redmi Note 7S (Ruby Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,"8,999"
"Redmi Go (Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Li Polymer Battery,Qualcomm Snapdragon 425 Processor,"4,299"
"Redmi Note 7 (Ruby Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,12MP + 2MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 660 AIE Processor,"9,999"
"Mi A2 (Rose Gold, 64 GB)",4 GB RAM | 64 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,"11,999"
"Redmi 6A (Rose Gold, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD Display,13MP Rear Camera,3000 mAh Battery,Mediateck Processor,"5,742"
"Redmi 6A (Rose Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,1 Year Manufacturer Warranty,"5,599"
"Redmi Note 5 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,"9,590"
"Redmi Note 5 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,"10,999"
"Redmi 5A (Rose Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-polymer Battery,Qualcomm Snapdragon 425 Processor,"6,999"
"Redmi 5A (Rose Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-polymer Battery,Qualcomm Snapdragon 425 Processor,"5,999"
"Redmi 4 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"8,499"
"Redmi Y1 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3080 mAh Battery,Qualcomm Snapdragon 435 Processor,"9,990"
"Redmi Y1 lite (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3080 mAh Battery,Qualcomm Snapdragon 425 Processor,"7,499"
"Redmi Y1 lite (Grey, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3080 mAh Battery,Qualcomm Snapdragon 425 Processor,"7,695"
"Redmi Y1 (Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3080 mAh Battery,Qualcomm Snapdragon 435 Processor,"8,999"
"Redmi 4 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"11,999"
"Redmi 4 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"11,999"
"Redmi 4 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"9,189"
"Redmi 4 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"7,499"
"Redmi 4 (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Snapdragon 435 Processor,"7,499"
"Redmi Y1 (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3080 mAh Battery,Qualcomm Snapdragon 435 Processor,"10,999"
"Mi A1 (Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 12MP | 5MP Front Camera,3080 mAh Li-polymer Battery,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,"14,999"
"Redmi 5A (Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-polymer Battery,Qualcomm Snapdragon 425 Processor,"6,999"
"Redmi 5A (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-polymer Battery,Qualcomm Snapdragon 425 Processor,"6,999"
"Redmi 5A (Grey, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-polymer Battery,Qualcomm Snapdragon 425 Processor,"6,499"
"Mi A1 (Rose Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 12MP | 5MP Front Camera,3080 mAh Li-polymer Battery,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,"14,999"
"Mi A1 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 12MP | 5MP Front Camera,3080 mAh Li-polymer Battery,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,"14,999"
"Mi A1 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 12MP | 5MP Front Camera,3080 mAh Li-polymer Battery,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,"14,999"
"Redmi Note 4 (Lake Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Li-Polymer Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,"10,999"
"Redmi 4A (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3120 mAh Li-polymer Battery,Qualcomm Snapdragon 425 1.4 GHz Processor,"6,999"
"Mi 4i (White, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3030 mAh Li-ion Polymer Battery,2nd-gen Snapdragon 615 64-bit octa-core Processor,"7,990"
"MI4 (White, 16 GB)",3 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3080 mAh Lithium-ion Polymer Battery,Qualcomm MSM8274AC Snapdragon 801 Krait 400 Processor,"14,999"
"Redmi 1S (Metal Gray, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.94 cm (4.7 inch) HD Display,8MP Rear Camera | 1.6MP Front Camera,2000 mAh Battery,MSM8228 Processor,"5,999"
"Samsung Galaxy M10S (Metallic Blue, 32 GB)",3 GB RAM | 32 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,4000 mAh Battery,12 months,"9,275"
"Samsung Galaxy M10S (Stainless Black, 32 GB)",3 GB RAM | 32 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,4000 mAh Battery,12 months,"9,288"
"Samsung Galaxy M30s (White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,6000 mAh Battery,Exynos 9611 Processor,"15,399"
"Samsung Galaxy A20s (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,"13,999"
"Samsung Galaxy A20s (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,"11,999"
"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"30,999"
"Samsung Galaxy A70s (Prism Crush White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"30,999"
"Samsung Galaxy A20s (Green, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,"11,990"
"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"28,999"
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"28,999"
"Samsung Galaxy A20s (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,"11,990"
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"30,999"
"Samsung Galaxy A70s (Prism Crush White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium Ion Battery,Qualcomm SM6150 Processor,"28,999"
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"21,999"
"Samsung Galaxy A30s (Prism Crush White, 64 GB)",4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,"15,999"
"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)",4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,"15,999"
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",4 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 5MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"19,999"
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"21,999"
"Samsung Galaxy A30s (Prism Crush Black, 64 GB)",4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,"15,999"
"Samsung Galaxy A50s (Prism Crush White, 128 GB)",4 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"19,999"
"Samsung Galaxy A50s (Prism Crush White, 128 GB)",6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"21,999"
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",4 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP | 32MP Front Camera,4000 mAh Li-ion Battery,Exynos 9611 Processor,"19,999"
"Samsung Galaxy A10s (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,"9,499"
"Samsung Galaxy A10s (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek MT6762 Processor,"9,499"
"Samsung Galaxy A80 (Angel Gold, 128 GB)",8 GB RAM | 128 GB ROM |,17.02 cm (6.7 inch) Full HD+ Display,48MP + 8MP | 48MP(F2.0) + 8MP(Ultra Wide/F2.2) + TOF (Time-of-Flight) 3D-Depth Rotating Camera,3700 mAh Battery,Qualcomm Snapdragon 730G Octa-Core Processor,"39,990"
"Samsung Galaxy A30 (White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7904 Processor,"13,990"
"Samsung Galaxy A20 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,"10,490"
"Samsung Galaxy A10 (Gold, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,"7,990"
"Samsung Galaxy A70 (Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,32MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragron 675 Processor,"24,990"
"Samsung Galaxy A70 (White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,32MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,"Octa core (2 GHz, Dual core, Kryo 460 + 1.7 GHz, Hexa Core, Kryo 460) Processor","24,990"
"Samsung Galaxy A70 (Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,32MP + 5MP + 8MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragron 675 Processor,"24,990"
"Samsung Galaxy A20 (Deep Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,"11,490"
"Samsung Galaxy A2 Core (Gold, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Quad HD Display,5MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Exynos 7870 Processor,"5,290"
"Samsung Galaxy A20 (Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,"13,099"
"Samsung Galaxy A20 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,"10,490"
"Samsung Galaxy A2 Core (Dark Gray, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Quad HD Display,5MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Exynos 7870 Processor,"5,290"
"Samsung Galaxy A2 Core (Blue, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) Quad HD Display,5MP Rear Camera | 5MP Front Camera,2600 mAh Lithium-ion Battery,Exynos 7870 Processor,"5,450"
"Samsung Galaxy M20 (Ocean Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,16.0 cm (6.3 inch) Full HD+ Display,5MP Rear Camera | 8MP + 8MP Dual Front Camera,5000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"11,279"
"Samsung Galaxy M30 (Gradation Black, 64 GB)",4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months,"13,999"
"Samsung Galaxy A10 (Red, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,"8,700"
"Samsung Galaxy A10 (Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,"7,990"
"Samsung Galaxy A10 (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.75 cm (6.2 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 7884 Processor,"7,990"
"Samsung Galaxy M30 (Gradation Blue, 64 GB)",4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months,"13,999"
"Samsung Galaxy M20 (Charcoal Black, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months,"13,379"
"Samsung Galaxy M20 (Ocean Blue, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,5000 mAh Battery,12 months,"13,379"
"Samsung Galaxy M10 (Charcoal Black, 32 GB)",3 GB RAM | 32 GB ROM |,15.8 cm (6.22 inch) Display,13MP Rear Camera,3400 mAh Battery,12 Months,"8,995"
"Samsung Galaxy M10 (Ocean Blue, 32 GB)",3 GB RAM | 32 GB ROM |,15.8 cm (6.22 inch) Display,13MP Rear Camera,3400 mAh Battery,12 months,"8,890"
"Samsung Galaxy A30 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7904 Processor,"13,990"
"Samsung Galaxy S10 (Prism White, 512 GB)",8 GB RAM | 512 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 12MP | 10MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"76,900"
"Samsung Galaxy S10 Plus (Prism White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"69,900"
"Samsung Galaxy S10 (Prism Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 12MP | 10MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"61,900"
"Samsung Galaxy S10 Plus (Prism Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"73,799"
"Samsung Galaxy S10e (Prism White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 12MP | 10MP Front Camera,3100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"50,999"
"Samsung Galaxy S10 Plus (Ceramic White, 1 TB)",12 GB RAM | 1 TB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,16MP + 12MP | 10MP + 8MP Dual Front Camera,4100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,"1,13,900"
"Samsung Galaxy S9 Plus (Burgundy Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,"37,999"
"Samsung On5 Pro (Black, 16 GB)",2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,1 year manufacturer warranty for device and 6 months for accessories,"6,990"
"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,3800 mAh Lithium-ion Battery,Qualcomm Snapdragon 660 Processor,"25,999"
"Samsung Galaxy A9 (Bubblegum Pink, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,3800 mAh Lithium-ion Battery,Qualcomm Snapdragon 660 Processor,"31,900"
"Samsung Galaxy A9 (Caviar Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,3800 mAh Lithium-ion Battery,Qualcomm Snapdragon 660 Processor,"35,990"
